name,website,address,latitude,longitude,description,phone
Hunger via Skyline trail,http://www.everytrail.com/guide/hunger-via-skyline-trail,"Upper Hollow Rd
Stowe, VT 05672",,,Note: Location is approximate. Please refer to website for complete directions.,
Pico and Killington,http://www.everytrail.com/guide/pico-and-killington,,,,Note: Location is approximate. Please refer to website for complete directions.,
Ellen and Abraham,http://www.everytrail.com/guide/ellen-and-abraham,"Gate House Ln
Warren, VT 05674",,,Note: Location is approximate. Please refer to website for complete directions.,
Mt. Mansfield,http://www.everytrail.com/guide/mt-mansfield,"352 Mountain Road
Underhill, Vermont 05490",,,Note: Location is approximate. Please refer to website for complete directions.,
Mt Hor,http://www.everytrail.com/guide/mt-hor,"State Highway 5A, Westmore, VT 05860, USA",,,Note: Location is approximate. Please refer to website for complete directions.,
Worcester via Skyline Trail,http://www.everytrail.com/guide/worcester-via-skyline-trail,,,,Note: Location is approximate. Please refer to website for complete directions.,
"Whiteface (Sterling), Morse, Madonna",http://www.everytrail.com/guide/whiteface-sterling-morse-madonna,,,,Note: Location is approximate. Please refer to website for complete directions.,
Laraway Mountain,http://www.everytrail.com/guide/laraway-mountain,"codding hollow road, waterville, vt",,,Note: Location is approximate. Please refer to website for complete directions.,
Camel's Hump,http://www.everytrail.com/guide/camels-hump,,,,Note: Location is approximate. Please refer to website for complete directions.,
American Museum of Fly Fishing,http://www.amff.com/," 4104 Main Street, Manchester, VT 05254",,,,802-362-3300
American Precision Museum,http://www.americanprecision.org/,"196 Main Street, PO Box 679, Windsor, Vermont 05089 ",,,,802.674.5781
Birds of Vermont Museum,http://www.birdsofvermont.org/,"900 Sherman Hollow Road, Huntington, VT 05462 ",,,,(802) 434-2167
Brattleboro Museum & Art Center,http://www.brattleboromuseum.org/,"10 Vernon Street, Brattleboro, VT 05301",,,,
Chaffee Art Center; Rutland Area Art Association,http://www.chaffeeartcenter.org/,"16 South Main Street, Rutland, Vermont, 05701",,,,
-ECHO Lake Aquarium and Science Center ,http://www.echovermont.org/,"1 College St., Burlington VT 05401",,,,
Fairbanks Museum and Planetarium,http://www.fairbanksmuseum.org/,"1302 Main Street, St. Johnsbury, VT 05819",,,,
Burlington City Arts,http://www.burlingtoncityarts.org/,"135 CHURCH STREET, BURLINGTON, VERMONT 05401",,,,802-865-7166
Goodrich Memorial Library,http://www.goodrichlibrary.org/," 202 Main Street
Newport, VT 05855",,,, (802) 334-7902 
Lake Champlain Maritime Museum,http://www.lcmm.org/,"4472 Basin Harbor Road, Vergennes, Vermont 05491 ",,,,(802) 475-2022
Montshire Museum of Science,http://www.montshire.org/,"1 Montshire Road, Norwich, VT 05055",,,,802-649-2200
Fleming Museum,http://www.uvm.edu/~fleming/," 61 Colchester Avenue, Burlington, Vermont 05405 USA",,,,
Shelburne Farms,http://www.shelburnefarms.org/,"1611 Harbor Road, Shelburne, VT 05482",,,,802-985-8686
Shelburne Museum,http://shelburnemuseum.org/,"6000 Shelburne Road Shelburne, VT",,,,
Vermont Marble Museum,http://www.vermont-marble.com/,"52 MAIN ST, Proctor, Vermont 05765",,,,1-800-427-1396
Vermont Ski and Snowboard Museum,http://www.vtssm.com/,vermont ski museum 1 south main street stowe vt 05672,,,, 802-253-9911
Bromley Mountain,http://www.bromley.com/,"3984 Vermont Route 11, Peru, VT 05152",,,Vermonts Sun Mountain,
Cochran Ski Area,http://www.cochranskiarea.com/,"910 Cochran Road
Richmond, VT 05477",,,,802-434-2479
Burke Mountain,http://www.skiburke.com/,"223 Sherburne Lodge Road East Burke, VT 05832",,,The home of True North–the way all Vermont skiing and riding was meant to be.,(802) 626-7300
Sugarbush Resort,www.sugarbush.com/,"1840 Sugarbush Access Road Warren, VT 05674",,,"Sugarbush is a modern four-season resort with six distinct peaks of unleashed potential, two uncrowded mountain areas, 2000 acres of backcountry.",(800) 537-8427
Okemo Mountain Resort,http://www.okemo.com/,"77 Okemo Ridge Road Ludlow, VT 05149",,,"Offers skiing and snow-boarding, PSIA certified ski school, on site accommodations, a golf course, and an online ski and souvenir shop.",(802) 228-4041
Jay Peak,http://www.jaypeakresort.com/,"830 Jay Peak Village Road Jay, VT 05859",,,Jay Peak is a 4 season resort in Northern Vermont.,(802) 988-2611
Bolton Valley Resort,http://www.boltonvalley.com/," 4302 Bolton Valley Access Rd, Bolton Valley, VT 05477",,,,877-9BOLTON 
Magic Mountain,http://www.magicmtn.com/,"420 Magic Mountain Access Road, Londonderry, VT 05148",,,"Magic Mountain, located in southern Vermont, offers the area's best downhill skiing, riding and tubing terrain, in a classic New England atmosphere.",802.824.5645 
Pico Mountain,http://www.picomountain.com/,"Pico Mountain
73 Alpine Drive
Killington VT
05751",,,,1.866.667.PICO
Smugglers' Notch Resort,http://www.smuggs.com/,"Smugglers' Notch Resort
4323 Vermont Route 108 South
Smugglers' Notch, VT 05464-9537",,,,(877) 465-9311
Mount Snow,http://mountsnow.com/,"39 Mount Snow Road, West Dover, Vermont 05356",,,"The resort has 135 trails covering 633 acres serviced by 26 lifts. Offers resort lodging, dining and entertainment as well as numerous kids programs.",800-245-SNOW 
Stowe Mountain Resort,http://www.stowe.com,"7416 Mountain Road, Stowe, VT 05672",,,,1-800-253-4754 
Suicide Six,www.woodstockinn.com/,"247 Stage Road Pomfret, VT 05067
",,,,(802) 457-6661
Mad River Glen,http://www.madriverglen.com/," 57 Schuss Pass Fayston, VT 05673",,,"Mad River Glen, Fayston, Vermont : High in the mountains of Vermont, there is a ski area like no other. A place where skiing is still a sport, not an industry.",(802) 496-3551
Stratton Mountain Resort,http://www.stratton.com/,"43 VT Route 30, Bondville, VT 05340 ",43.144222,-72.874969,"Stratton Mountain Ski Resort in Vermont, New England is a top ski and snowboard resort, and summer and winter getaway. ",800-787-2886)
Killington Resort,http://www.killington.com/," 4763 Killington Road, Killington, VT 0575",,,,
ADAMS HOLE ,http://www.swimmingholes.org/vt.html,,44.34333,-72.06111,"From St. Johnsbury, go south on RT 5 and turn west (right) on Joe's Brook Road about 2 miles before East Barnet. Take Joe's Brook Rd. toward Danville. When the road becomes gravel, go about .5 miles further and there is a pull off on the right. The swimming hole is near here in Joe's Brook.",
BENSON'S HOLE,http://www.swimmingholes.org/vt.html,,43.16497,-73.03922,"Though very close to RT 7, Benson's Hole is a little tricky to get to. RT 11 and RT 30 combine and the road winds through the Manchester area. From RT 7 take exit 4 and travel east on RT 11/30 for approximately 0.25 miles. Take a sharp, hairpin right turn onto East Manchester Road just as RT 11\30 begins to curve left and heads in a northerly direction. It can be very easy to miss this turn. East Manchester Road heads south then bends right to head in a westerly direction. In about 0.3 miles from the bend, you will need to bear left at the fork in the road to remain on East Manchester Road. If you stay straight here, you will be on Peace Road, which is a dead end and not where you want to be. After the fork, take your second left onto Glen Road and park near the small bridge that crosses Bromley Brook. Follow the shoreline downstream to the swimming area.",
BOLTON POTHOLES,http://www.swimmingholes.org/vt.html,,44.37554,-72.87605,"How to get there : From Waterbury, follow RT 2 west approximately 6.5 miles from the intersection of RT 2 and RT 100 in Waterbury. Take a right onto Bolton Valley Road. The parking area is 0.25 miles on the right.

How to act when you are there : Be careful when you are parking or pulling out of the parking spots. The dirt and gravel are very loose and spinouts accelerate erosion. Do not use the driveways on private property to park or turn around. (Would you want hundreds of people turning around in your driveway every weekend?) Use your own bathroom before you visit. This beautiful swimming hole is heavily used and simply cannot accommodate the bathroom needs of a crowd. Yes, it is a natural thing, but when so many people leave their waste here, it turns this bucolic place into a cesspool. If you cannot find a safe place to park, try visiting one of the other swimming holes in Vermont that are listed on this page.",
BROCKWAYS MILLS GORGE ,http://www.swimmingholes.org/vt.html,,43.20834,-72.51701,"From Brattleboro, take I-91 north to Rockingham. From Rockingham, take the Brockway's Mills Road off RT 103. Park just before the bridge in the small, dirt parking area near the train tracks. Gorge can be seen from road. Walk down path through woods.",
BUTTERMILK FALLS,http://www.swimmingholes.org/vt.html,,43.43639,-72.72833,"From Ludlow, go about 5 mi west on RT 103. Just past where RT 100 goes north, turn right at street sign ""Buttermilk Falls Rd"" (VFW hall is on right.) Go to the end of this road and park. You can walk to all falls from here. Take path off right side of road to falls.",
CAVENDISH GORGE,http://www.swimmingholes.org/vt.html,,43.38275,-72.59711,"From Ludlow, follow Rte 103 east for approximately 3 miles to Rte 131 east through Proctorsville and Cavendish. Approximately 0.4 miles past Cavendish, watch on the right side of Rte 131 for a small waste water treatment facility near or beside a small, moderately well maintained dirt road labeled CVPS road. Turn right onto CVPS Rd and follow to a small parking area on the left. There is a gate (usually locked) at the entrance to the power plant., but if found unlocked, do NOT be tempted to park inside the gate. walk past the gate, (be respectful now since you are on power plant property) past the power plant, and follow a grassy path up hill and up river. To your left will be the gorge, although views from the rim will only occasionally reveal much of the gorge below. Continue approximately 0.4 miles upstream almost all the way to the dam, and find natural breaks in the gorge wall to enter into the gorge. ",
CONGDON'S POINT ,http://www.swimmingholes.org/vt.html,,43.71482,-72.90536,"From the intersection of RT 4 and RT 7 in the center of Rutland, follow US 7 north for approximately 5.25 miles and take a right onto Sangamon Hill Road. Follow this road until it ends, then take a left on East Pittsford Road. This road becomes Main Street just past the left turn off for Powerhouse Road. Staying on Main Street, you will enter the center of Chittenden. Mountain Top Road will lead off to the left. Stay straight and this road is now Chittenden Dam Road. Follow the road about 2 miles until you see a sign and road for the boat ramp on the right side, at this point you will be at the foot of the concrete spillway. Turn right up the boat launch road to the parking area at the dam.

The trail to Congdon's Point begins about a tenth of a mile or so behind the bar gate to the right at the top of the boat ramp. The trail goes left from this old woods road, passes two coves and a large boulder. Keep the water in sight, as the trail may be a little confusing north of the boulder. Congdon's Point is the third and outermost point from the boat ramp. Nude swimmers and sunbathers have been enjoying this spot for years. ",
THE CORNFIELD,http://www.swimmingholes.org/vt.html,,42.87681,-72.57341,Heading north on RT 30 from Brattleboro and pass under the I-91 overpass. After 0.3 miles (immediately at the end of the guardrail) you can park on Rt 30. Contact the property owner to ask for written permission to use their land to access the swimming area.,
DOG RIVER,http://www.swimmingholes.org/vt.html,,44.22977,-72.61609,"From Montpelier, take RT 12 south to West Berlin. From West Berlin, continue on RT 12 south along Dog River There is no parking available there, best bet is go to the West Berlin Fire Department and park on the east side of the building near the town park that is there. Follow the railroad tracks south about 0.5 miles and look for the pool on the left.",
DORSET QUARRY,http://www.swimmingholes.org/vt.html,,43.23625,-73.08289,"From Manchester, on RT 7 in south western VT, take RT 30 northwest. The quarry is on RT 30 on the right as you are going into Dorset at the intersection with Kelly Road (dirt). Do not park on RT 30, rather, pull onto Kelly Road heading north and park on the left side of the road. There is room for many cars here.",
EAST MIDDLEBURY GORGE,http://www.swimmingholes.org/vt.html,,43.97053,-73.08593,"From Middlebury, follow RT 7 south from the center of Middlebury for approximately 4 miles. Bear left onto RT 125. Follow Route 125 approximately 1.5 miles to a sharp right turn onto the bridge that crosses the Middlebury River.",
EGYPT,http://www.swimmingholes.org/vt.html,,43.12103,-72.46039,"Take I91 North or South to exit 5 (Westminster/Bellows Falls). Follow route 5 North into Bellows Falls. At the first traffic light on the edge of Bellows Falls, take a left onto route 121 and go up the hill. Follow this road for approximately 2 miles and then on the left of the road as the road curves to the right will appear two industrial buildings in Gageville or north Westminster. Immediately before them is a dirt road which goes down to the river; take this road. Follow the road downhill, stay to the right at the bottom of the hill and proceed slightly uphill for roughly half a mile. The waterfall is on the left of the road. Not a huge amount of parking.",
FALLS OF LANA ,http://www.swimmingholes.org/vt.html,,43.90403,-73.06274,"From Middlebury, follow RT 7 south approximately 7 miles to the intersection with RT 53. Take a left on RT 53 and follow it around Lake Dunmore. In approximately 3.25 miles you will reach Branbury State park on your right. Just past the state park you'll see a large parking area on your left for the Falls of Lana. Park here and follow the well worn path uphill. The terrain will eventually level out and you will pass under a very large pipe that crosses the path. Just past the pipe, follow the un-obvious path to the left and make your way steeply downhill following the sound of the water.",
FLOATING BRIDGE ,http://www.swimmingholes.org/vt.html,,44.04283,-72.60474,"Take exit 4 form I-89. Follow RT 66 east toward Randolph Center. At the next intersection, take a left to remain on RT 66. In a short distance, you will reach a ""Y"" intersection where RT 66 goes off to the right. Bear left onto Ridge Rd. In approximately 5 miles, Ridge Rd will intersect the Brookfield State Highway. Take a left and you will travel downhill to the floating bridge in the center of Brookfield.",
FOUR CORNERS ,http://www.swimmingholes.org/vt.html,,44.96256,-72.41617,"From Stowe, take RT 100 north about 35 miles to Lowell. (See also ""Trout River Falls"" near here.) In Lowell continue north on RT 100 through Westfield to Troy. In Troy, take RT 101 north. On RT 101, less than a mile after you pass the intersection of RT 101 and RT 242, is the Jay Four Corners convenience store. The swimming hole is directly across the street from the Jay Four Corners convenience store. There is a large dirt parking lot, you can't miss it.",
GLEN LAKE ,http://www.swimmingholes.org/vt.html,,43.66417,-73.23917,"From Rutland, take RT 4 west to Exit 3, Scotch Hill Rd. Go north (right) on Scotch Hill Rd. (becomes Glen Lake Rd.) to Bomoseen State Park. In Bomoseen State Park, turn north (left) onto Moscow Rd., go past the canoe launch. In less than a mile turn left onto another Bomoseen State Park access (marked by a sign) where you enter a clearing where you can park if this road (trail?) is unsuitable for your vehicle. It is not very far down to the north shore of Glen Lake, and a hiking trail parallel with the shore goes both ways. You can take the trail either way, but especially to the right - westward - to little semi-private beaches for swimming. Typically, clothing optional.",
HAPGOOD POND ,http://www.swimmingholes.org/vt.html,,43.25389,-72.89111,"From Manchester, take RT 11 NE into Peru. Take Hapgood Pond Rd about 2 mi to campground.",
KENTS CORNER AREA ,http://www.swimmingholes.org/vt.html,,44.36902,-72.48497,"From Montpelier, take RT2 north then RT14 north to East Calais. From East Calais, go west on unnamed roads to Kent's Corner. Swimming holes are in this area in the Beaver Pond, Winooski River and other streams.",
THE LEDGES ,http://www.swimmingholes.org/vt.html,,42.836117,-72.877478,"From Brattleboro, take RT 9 W. Before you get to Wilmington, go S on RT 100 to the Harriman Reservoir. Go ~0.2 miles, pass Dix Rd on your left and then turn right on to Boyd Hill Rd. Go down this dirt road for about a mile to the parking area for the Jacksonville Picnic Area (there is swimming at the picnic area also). Follow the trail to the right of the picnic area into the woods. When you see nude bathers, you are there. There are several rocky areas to swim from along this path.",
THE MILL ,http://www.swimmingholes.org/vt.html,,44.3775,-72.55767,"From Montpelier, follow RT 12 North to the town of Worcester. Take the next immediate left onto Minister Brook Road. In less than 0.5 miles, you will see an extensive No Parking area along the road. The swimming hole is here on the left down a slight embankment.",
OSGOOD BROOK CULVERT,http://www.swimmingholes.org/vt.html,,43.93448,-72.54642,"From Montpelier, go south on I-89 to Exit 4, Randolph. Take RT 66 east through Randolph Center to East Randolph. In East Randolph, turn south (right) onto RT 14 then in a short distance turn east (left) onto Tunbridge Rd. (dirt road). Go about .5 miles up this road and the swimming hole is very near here. No better directions.",
THE POWER STATION ,http://www.swimmingholes.org/vt.html,,43.63701,-72.97646,"From the intersection of RT 4 and RT 7 in Rutland, follow RT 7 north to the last traffic light at Post Road. From the light you can see the Central Vermont Public Service's Glen Station (a power generation plant) on the left one-tenth of a mile further. After the Post Road light, turn left into the parking area on the south side of the power station.",
QUECHEE GORGE ,http://www.swimmingholes.org/vt.html,,43.63194,-72.41111,"From White River Junction, take RT 4 west to signs for Quechee Gorge State Park Park in the large paved parking areas and follow the path under the bridge and down the hill to the large swimming area in the river.",
ROCHESTER,http://www.swimmingholes.org/vt.html,,43.83105,-72.79192,"From Rutland, take RT 4 east to RT 100 north to Stockbridge. Stay on RT 100 north as it turns in Stockbridge, continue on to Rochester. Swimming/tubing place is in White River near Rochester.",
TIMBER CRIB DAM ,http://www.swimmingholes.org/vt.html,,42.77547,-72.66765,"Take Route 5 South from Brattleboro to Guilford. When you reach the Guilford Country store, take a right onto Guilford Center Road. Stay on this for 4.7 miles until the pavement ends. Bear right onto Stage Road (some maps refer to this as Jacksonville Stage Road, however, the signpost here reads Stage Road). A sign at this intersection reads ""2.5 mi to Green River"". At 2.5 miles, you will see the covered bridge on your left. Bear left down the hill, cross the bridge and take an immediate left onto Green River Road. Park anywhere along this road.",
TOLLES HILL DAM ,http://www.swimmingholes.org/vt.html,,43.3753,-72.4999,"In Perkinsville, turn east onto Maple St just south of the village center. Continue on Maple St into the flood control area. Bear left (north) at T intersection in flood control area. Road bears left just before reaching the Black River. Parking, dam and swimming hole are a short distance west.",
WHITE RIVER,http://www.swimmingholes.org/vt.html,,43.7123,-72.41745,"From White River Junction, follow RT 14 west for approximately 7 miles. The bridge will be on your left just past the intersection with the interstate highway. There is a small store called Rick & Tina's on the right side of RT 14 from the bridge. The road that goes over the bridge is Quechee-W. Hartford Rd. There is a small parking area along RT 14 and a small path to get below the bridge. ",

Addison Baptist Church ,jct. of VT 22A and VT 17 Addison VT,,,,,
Bottum Farm ,1423 North St. New Haven VT,,,,,
Brooksville Advent Church ,1338 Dog Team Tavern Rd. New Haven VT,,,,,
Chimney Point Tavern ,VT 125 Addison VT,,,,,
Chipman's Point ,Jct. of VT 73A and Chipman Point Rd. Orwell VT,,,,,
Cornwall General Store ,2635 Seth Warner Highway Cornwall VT,,,,,
Cornwall Town Hall ,VT 30 Cornwall VT,,,,,
Cotton Free Library ,Jct. of Baker Ct. and Quaker Village Rd. Weybridge VT,,,,,
"Daniels, Capts. Louis and Philomene, House ",50 Macdonough Dr. Vergennes VT,,,,,
Dog Team Tavern ,1338 Dog Team Tavern Rd. New Haven VT,,,,,
First Congregational Church ,464 Main St. Orwell VT,,,,,
Glen Dale ,1455 Cider Mill Rd. Cornwall VT,,,,,
House at 215 School Street ,215 School St. Shoreham VT,,,,,
Lampson School ,44 Summer Rd. New Haven VT,,,,,
Leicester Meeting House ,US 7 and Town Hwy. 1 Leicester VT,,,,,
New Haven Junction Depot ,jct. U.S. 7 and VT 17 New Haven VT,,,,,
School House and Town Hall ,US 7 and Town Hwy. 1 Leicester VT,,,,,
Shard Villa ,Jct. Shard Villa and Columbus Smith Rds. Salisbury VT,,,,,
"Stone Row, Old ",Jct. of S. Main St. and Old Chapel Rd. Middlebury VT,,,,,
"Strong, Gen. Samuel, House ",64 W. Main St. Vergennes VT,,,,,
"Strong, Samuel Paddock, House ",82 W. Main St. Vergennes VT,,,,,
Union Church ,Jct. of River Rd. and East St. New Haven VT,,,,,
Bennington High School ,650 Main St. Bennington VT,,,,,
Bennington Post Office ,118 South St. Bennington VT,,,,,
"Bradford, W.H., Hook and Ladder Fire House ",212 Safford St. Bennington VT,,,,,
Dorset Village Historic District (Boundary Increase) ,Jct. of Church St. and West Rd. Dorset VT,,,,,
Hildene ,820 Hildene Rd. Manchester VT,,,,,
Holden--Leonard Mill Complex ,160 Benmont Ave. Bennington VT,,,,,
Jenks Tavern ,Jct. of Dorset West Rd. and VT 315 Rupert VT,,,,,
Johnny Seesaw's Historic District ,3574 VT 11 Peru VT,,,,,
"Orchards, The ",982 Mansion Dr. Bennington VT,,,,,
Pratt--McDaniels--LaFlamme HOuse ,503 South St. Bennington VT,,,,,
Ritchie Block ,470 Main St. Bennington VT,,,,,
School Street Duplexes ,345 School St. Bennington VT,,,,,
"Squire, Frederick, House ",185 North St. Bennington VT,,,,,
"Whitney, Cora B., School ",814 Gage St. Bennington VT,,,,,
Benoit Apartment House--74 Pearl Street ,74 Pearl St. St. Johnsbury VT,,,,,
Benoit Apartment House--76 Pearl Street ,76 Pearl St. St. Johnsbury VT,,,,,
Building at 143 Highland Avenue ,143 Highland Ave. Hardwick VT,,,,,
Cobb School ,Jct. of Cobb School Rd and Sanborn Cemetery Rd. Hardwick VT,,,,,
Cote Apartment House ,16 Elm St. St. Johnsbury VT,,,,,
"Darling, J.R., Store ",284 Scott Highway Groton VT,,,,,
